RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,77.0,165.0,2.0,81.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,36.0,0.0,2.0,2.0,31.0,-8.0,4.0,1.0,1.0,82.0
Bad,63.0,178.0,4.0,67.0,15.0,0.0,0.0,91.0,6.0,4.0,6.0,16.0,6.0,63.0,1.0,2.0,2.0,47.0,85.0,4.0,2.0,1.0,100.0
Good,80.0,176.0,15.0,86.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,47.0,0.0,1.0,0.0,24.0,-8.0,2.0,3.0,0.0,58.0
Bad,81.0,-8.0,17.0,68.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,-8.0,2.0,3.0,0.0,25.0
Good,83.0,142.0,17.0,80.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,47.0,0.0,0.0,0.0,19.0,-8.0,4.0,2.0,0.0,63.0
Bad,65.0,117.0,13.0,43.0,4.0,2.0,2.0,86.0,7.0,4.0,2.0,7.0,0.0,50.0,0.0,0.0,0.0,-8.0,-8.0,1.0,1.0,-8.0,100.0
Good,80.0,134.0,14.0,68.0,5.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-8.0,0.0,44.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,58.0,169.0,13.0,72.0,32.0,1.0,0.0,98.0,1.0,4.0,5.0,33.0,0.0,50.0,0.0,0.0,0.0,47.0,67.0,5.0,4.0,1.0,89.0
Good,62.0,164.0,10.0,78.0,28.0,0.0,0.0,95.0,17.0,6.0,6.0,36.0,1.0,29.0,0.0,2.0,2.0,90.0,-8.0,8.0,1.0,2.0,91.0
Bad,75.0,153.0,2.0,87.0,21.0,1.0,1.0,94.0,-8.0,6.0,4.0,24.0,3.0,46.0,0.0,1.0,1.0,0.0,-8.0,0.0,2.0,0.0,50.0
Good,68.0,165.0,1.0,63.0,26.0,1.0,0.0,95.0,8.0,4.0,5.0,26.0,8.0,39.0,0.0,3.0,3.0,42.0,43.0,4.0,2.0,1.0,67.0
Bad,72.0,218.0,20.0,115.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,58.0,5.0,0.0,0.0,22.0,-8.0,1.0,1.0,0.0,83.0
Good,70.0,142.0,4.0,76.0,18.0,1.0,1.0,88.0,44.0,6.0,3.0,19.0,2.0,64.0,-8.0,0.0,0.0,0.0,78.0,4.0,2.0,0.0,100.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,89.0,214.0,15.0,96.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,38.0,-7.0,0.0,0.0,1.0,-8.0,3.0,1.0,0.0,56.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,65.0,165.0,3.0,73.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,3.0,27.0,-8.0,0.0,0.0,57.0,95.0,5.0,1.0,6.0,83.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,84.0,177.0,17.0,92.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,9.0,-8.0,0.0,0.0,4.0,-8.0,2.0,1.0,0.0,57.0
Bad,69.0,198.0,10.0,109.0,31.0,2.0,2.0,97.0,-7.0,4.0,8.0,32.0,2.0,41.0,0.0,0.0,0.0,10.0,-8.0,4.0,3.0,0.0,63.0
Bad,82.0,261.0,9.0,90.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,1.0,17.0,3.0,1.0,1.0,18.0,72.0,2.0,2.0,0.0,60.0
Bad,80.0,190.0,5.0,61.0,7.0,1.0,1.0,50.0,35.0,6.0,2.0,11.0,2.0,50.0,0.0,2.0,2.0,18.0,89.0,2.0,3.0,0.0,75.0
Good,70.0,163.0,2.0,80.0,23.0,0.0,0.0,89.0,41.0,6.0,6.0,24.0,2.0,22.0,15.0,0.0,0.0,13.0,-8.0,3.0,2.0,0.0,50.0
Bad,77.0,186.0,8.0,78.0,10.0,0.0,0.0,92.0,44.0,6.0,6.0,10.0,1.0,47.0,-7.0,0.0,0.0,56.0,96.0,2.0,2.0,1.0,100.0
Bad,84.0,118.0,2.0,62.0,7.0,1.0,1.0,100.0,-7.0,7.0,8.0,9.0,1.0,29.0,0.0,0.0,0.0,14.0,-8.0,2.0,1.0,0.0,70.0
Bad,81.0,155.0,3.0,64.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,2.0,11.0,-7.0,0.0,0.0,13.0,-8.0,4.0,1.0,0.0,47.0
Good,84.0,175.0,13.0,103.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,30.0,-7.0,0.0,0.0,0.0,-8.0,3.0,1.0,0.0,73.0
Bad,62.0,393.0,8.0,153.0,28.0,0.0,0.0,97.0,1.0,4.0,6.0,29.0,2.0,42.0,0.0,0.0,0.0,14.0,72.0,5.0,2.0,1.0,67.0
Bad,84.0,164.0,5.0,51.0,18.0,1.0,1.0,100.0,-7.0,6.0,8.0,18.0,1.0,25.0,0.0,1.0,1.0,6.0,-8.0,1.0,1.0,0.0,38.0
Good,78.0,184.0,8.0,92.0,20.0,0.0,0.0,94.0,21.0,6.0,6.0,20.0,1.0,19.0,0.0,0.0,0.0,35.0,-8.0,3.0,1.0,1.0,50.0
Bad,57.0,150.0,7.0,77.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,1.0,50.0,0.0,0.0,0.0,61.0,-8.0,3.0,-8.0,-8.0,100.0
Bad,63.0,72.0,2.0,60.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,1.0,24.0,-7.0,0.0,0.0,93.0,-8.0,5.0,1.0,2.0,100.0
Good,86.0,123.0,4.0,59.0,30.0,0.0,0.0,97.0,18.0,6.0,6.0,30.0,1.0,26.0,0.0,0.0,0.0,0.0,-8.0,4.0,1.0,0.0,47.0
Bad,72.0,151.0,13.0,70.0,10.0,0.0,0.0,88.0,-8.0,4.0,6.0,42.0,0.0,30.0,0.0,1.0,1.0,81.0,-8.0,3.0,1.0,1.0,100.0
Good,80.0,187.0,6.0,82.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,31.0,0.0,0.0,0.0,7.0,-8.0,3.0,1.0,0.0,55.0
Good,86.0,188.0,11.0,68.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,37.0,0.0,0.0,0.0,12.0,94.0,4.0,2.0,1.0,75.0
Good,77.0,193.0,6.0,56.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,31.0,-7.0,0.0,0.0,99.0,88.0,1.0,2.0,1.0,100.0
Good,82.0,196.0,7.0,64.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,1.0,44.0,-7.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,37.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,100.0
Bad,69.0,-8.0,3.0,62.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,4.0,50.0,4.0,1.0,1.0,17.0,69.0,3.0,5.0,0.0,67.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,71.0,132.0,1.0,57.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,4.0,40.0,0.0,2.0,2.0,43.0,-8.0,4.0,5.0,0.0,71.0
Good,73.0,255.0,1.0,88.0,39.0,0.0,0.0,100.0,-7.0,7.0,8.0,42.0,1.0,17.0,0.0,1.0,1.0,36.0,87.0,8.0,3.0,2.0,82.0
Good,84.0,209.0,21.0,90.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,20.0,0.0,1.0,1.0,12.0,-8.0,4.0,-8.0,0.0,75.0
Bad,76.0,215.0,2.0,108.0,16.0,1.0,0.0,91.0,23.0,6.0,5.0,20.0,3.0,15.0,0.0,0.0,0.0,35.0,-8.0,5.0,1.0,1.0,50.0
Good,86.0,196.0,3.0,82.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,38.0,0.0,0.0,0.0,5.0,-8.0,2.0,2.0,0.0,67.0
Bad,77.0,177.0,10.0,71.0,13.0,0.0,0.0,86.0,8.0,4.0,6.0,13.0,1.0,17.0,2.0,2.0,2.0,19.0,80.0,2.0,2.0,0.0,75.0
Bad,79.0,210.0,5.0,86.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,39.0,-7.0,0.0,0.0,50.0,62.0,3.0,3.0,1.0,50.0
Good,84.0,-8.0,2.0,46.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,6.0,33.0,0.0,1.0,1.0,3.0,73.0,3.0,3.0,0.0,75.0
Bad,66.0,183.0,3.0,66.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,47.0,0.0,1.0,1.0,63.0,-8.0,4.0,1.0,2.0,63.0
Bad,73.0,167.0,4.0,60.0,26.0,0.0,0.0,93.0,13.0,6.0,6.0,32.0,3.0,20.0,0.0,2.0,2.0,3.0,80.0,2.0,3.0,0.0,21.0
Bad,72.0,149.0,2.0,76.0,34.0,0.0,0.0,100.0,-7.0,7.0,8.0,37.0,5.0,24.0,1.0,2.0,2.0,37.0,78.0,7.0,3.0,2.0,47.0
Good,74.0,170.0,1.0,69.0,15.0,1.0,1.0,100.0,-7.0,6.0,8.0,16.0,2.0,33.0,1.0,2.0,2.0,10.0,-8.0,2.0,1.0,0.0,35.0
Good,84.0,-8.0,12.0,75.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,0.0,60.0,-8.0,0.0,0.0,3.0,64.0,1.0,3.0,-8.0,100.0
Bad,76.0,-8.0,15.0,75.0,2.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.0,0.0,50.0,-7.0,0.0,0.0,100.0,-8.0,2.0,1.0,-8.0,100.0
Good,85.0,206.0,3.0,72.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,1.0,33.0,-7.0,0.0,0.0,10.0,-8.0,2.0,2.0,0.0,75.0
Bad,72.0,216.0,3.0,100.0,35.0,0.0,0.0,88.0,4.0,4.0,6.0,36.0,2.0,31.0,0.0,3.0,3.0,34.0,-8.0,8.0,1.0,2.0,44.0
Good,77.0,266.0,33.0,91.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,30.0,0.0,1.0,1.0,10.0,72.0,1.0,3.0,1.0,60.0
Good,82.0,164.0,6.0,63.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,3.0,30.0,-7.0,0.0,0.0,2.0,70.0,5.0,2.0,0.0,55.0
Bad,54.0,256.0,9.0,69.0,15.0,1.0,1.0,97.0,11.0,4.0,4.0,17.0,3.0,33.0,0.0,0.0,0.0,34.0,92.0,5.0,2.0,0.0,83.0
Good,79.0,162.0,1.0,75.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,3.0,18.0,0.0,2.0,2.0,30.0,100.0,5.0,3.0,2.0,61.0
Bad,80.0,199.0,4.0,75.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,3.0,10.0,-8.0,0.0,0.0,100.0,-8.0,5.0,1.0,1.0,100.0
Bad,63.0,261.0,19.0,94.0,21.0,0.0,0.0,90.0,3.0,4.0,6.0,21.0,0.0,30.0,0.0,0.0,0.0,13.0,-8.0,1.0,1.0,1.0,44.0
Good,44.0,162.0,13.0,67.0,33.0,9.0,9.0,81.0,2.0,3.0,6.0,35.0,0.0,42.0,0.0,1.0,1.0,10.0,77.0,3.0,3.0,0.0,43.0
Good,76.0,165.0,15.0,89.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,45.0,0.0,1.0,1.0,3.0,-8.0,3.0,1.0,1.0,71.0
Good,81.0,161.0,20.0,68.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,19.0,0.0,0.0,0.0,26.0,-8.0,2.0,2.0,0.0,50.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,85.0,201.0,7.0,87.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,37.0,1.0,19.0,12.0,0.0,0.0,0.0,-8.0,4.0,1.0,0.0,31.0
Bad,63.0,224.0,17.0,90.0,19.0,1.0,1.0,92.0,30.0,6.0,2.0,22.0,0.0,54.0,0.0,0.0,0.0,36.0,-8.0,5.0,1.0,1.0,83.0
Good,90.0,-8.0,12.0,114.0,16.0,0.0,0.0,95.0,46.0,6.0,6.0,0.0,0.0,33.0,0.0,0.0,0.0,2.0,-8.0,2.0,-8.0,0.0,57.0
Bad,90.0,191.0,24.0,94.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,33.0,-7.0,0.0,0.0,1.0,-8.0,3.0,-8.0,0.0,60.0
Good,82.0,166.0,4.0,88.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,18.0,-7.0,0.0,0.0,32.0,-8.0,3.0,1.0,0.0,35.0
Bad,63.0,182.0,2.0,81.0,8.0,0.0,0.0,67.0,37.0,6.0,6.0,10.0,2.0,45.0,-7.0,7.0,7.0,1.0,-8.0,1.0,2.0,1.0,20.0
Good,83.0,282.0,17.0,115.0,20.0,0.0,0.0,93.0,21.0,6.0,6.0,20.0,0.0,33.0,0.0,0.0,0.0,1.0,-8.0,3.0,1.0,1.0,40.0
Good,73.0,165.0,6.0,77.0,18.0,0.0,0.0,93.0,32.0,6.0,6.0,20.0,2.0,32.0,0.0,0.0,0.0,8.0,-8.0,2.0,1.0,0.0,83.0
Good,73.0,155.0,10.0,64.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,33.0,0.0,0.0,0.0,6.0,-8.0,2.0,1.0,0.0,100.0
Bad,78.0,188.0,12.0,67.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,33.0,-7.0,0.0,0.0,19.0,58.0,3.0,2.0,0.0,64.0
Good,85.0,175.0,6.0,79.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,35.0,-7.0,0.0,0.0,5.0,100.0,3.0,2.0,0.0,57.0
Good,81.0,158.0,5.0,56.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,25.0,0.0,0.0,0.0,18.0,-8.0,2.0,1.0,0.0,100.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,69.0,149.0,8.0,67.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,3.0,38.0,0.0,2.0,2.0,61.0,75.0,2.0,2.0,1.0,100.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,76.0,139.0,8.0,73.0,19.0,0.0,0.0,88.0,40.0,6.0,6.0,21.0,2.0,33.0,0.0,0.0,0.0,18.0,82.0,3.0,2.0,1.0,71.0
Bad,83.0,169.0,6.0,97.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,1.0,40.0,-7.0,0.0,0.0,4.0,100.0,5.0,1.0,0.0,57.0
Good,79.0,280.0,6.0,110.0,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,1.0,19.0,-7.0,1.0,1.0,18.0,-8.0,5.0,1.0,0.0,50.0
Bad,63.0,149.0,2.0,49.0,11.0,1.0,1.0,82.0,3.0,2.0,2.0,13.0,1.0,42.0,-7.0,2.0,2.0,43.0,-8.0,2.0,-8.0,0.0,50.0
Bad,58.0,199.0,8.0,102.0,34.0,1.0,1.0,82.0,7.0,4.0,2.0,37.0,1.0,47.0,-7.0,0.0,0.0,51.0,71.0,12.0,2.0,4.0,78.0
Bad,71.0,194.0,1.0,67.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,3.0,45.0,0.0,0.0,0.0,87.0,59.0,2.0,3.0,1.0,100.0
Good,68.0,115.0,7.0,67.0,1.0,0.0,0.0,93.0,28.0,6.0,6.0,1.0,2.0,63.0,0.0,1.0,1.0,44.0,-8.0,1.0,1.0,1.0,100.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Bad,79.0,195.0,16.0,91.0,15.0,0.0,0.0,95.0,17.0,6.0,6.0,16.0,0.0,17.0,0.0,2.0,2.0,9.0,-8.0,6.0,1.0,0.0,80.0
Good,76.0,204.0,6.0,88.0,23.0,0.0,0.0,98.0,11.0,4.0,6.0,23.0,1.0,25.0,0.0,2.0,2.0,6.0,-8.0,4.0,1.0,0.0,31.0
Bad,82.0,207.0,4.0,87.0,22.0,0.0,0.0,98.0,8.0,4.0,6.0,23.0,6.0,43.0,0.0,2.0,2.0,12.0,64.0,1.0,3.0,0.0,44.0
Bad,56.0,175.0,6.0,70.0,25.0,1.0,1.0,88.0,2.0,4.0,6.0,26.0,2.0,50.0,0.0,0.0,0.0,97.0,100.0,5.0,2.0,5.0,100.0
Bad,68.0,162.0,1.0,59.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,3.0,60.0,0.0,0.0,0.0,0.0,98.0,1.0,2.0,-8.0,60.0
Good,80.0,176.0,9.0,55.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,2.0,33.0,16.0,0.0,0.0,1.0,89.0,2.0,3.0,1.0,50.0
Bad,61.0,179.0,1.0,69.0,24.0,2.0,2.0,88.0,7.0,1.0,2.0,25.0,2.0,30.0,0.0,4.0,4.0,74.0,70.0,4.0,3.0,1.0,81.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,66.0,197.0,1.0,76.0,27.0,0.0,0.0,92.0,4.0,4.0,6.0,28.0,4.0,16.0,2.0,2.0,2.0,14.0,-8.0,3.0,2.0,0.0,55.0
Good,89.0,241.0,3.0,78.0,41.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.0,1.0,20.0,-8.0,0.0,0.0,21.0,-8.0,3.0,1.0,0.0,57.0
Bad,80.0,166.0,5.0,81.0,13.0,1.0,1.0,100.0,-7.0,6.0,8.0,14.0,2.0,33.0,0.0,0.0,0.0,17.0,65.0,3.0,2.0,0.0,100.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,88.0,162.0,11.0,94.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,1.0,50.0,-8.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,67.0
Bad,68.0,169.0,9.0,53.0,42.0,1.0,1.0,100.0,-7.0,6.0,8.0,47.0,2.0,44.0,0.0,0.0,0.0,2.0,83.0,3.0,5.0,0.0,78.0
Bad,72.0,180.0,59.0,80.0,14.0,1.0,1.0,98.0,34.0,6.0,2.0,16.0,0.0,33.0,0.0,0.0,0.0,1.0,-8.0,1.0,1.0,0.0,25.0
Bad,62.0,204.0,5.0,86.0,14.0,0.0,0.0,94.0,44.0,6.0,6.0,14.0,1.0,19.0,0.0,0.0,0.0,29.0,89.0,7.0,3.0,0.0,64.0
Good,72.0,68.0,17.0,43.0,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,56.0,0.0,0.0,0.0,70.0,82.0,2.0,4.0,1.0,100.0
Bad,66.0,165.0,3.0,52.0,13.0,2.0,2.0,67.0,15.0,6.0,2.0,15.0,3.0,26.0,0.0,1.0,1.0,4.0,95.0,3.0,2.0,1.0,67.0
Bad,80.0,151.0,3.0,65.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,2.0,29.0,0.0,1.0,1.0,35.0,-8.0,3.0,2.0,0.0,83.0
Bad,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,84.0,-8.0,3.0,72.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,44.0,4.0,1.0,1.0,8.0,-8.0,1.0,1.0,-8.0,41.0
Bad,75.0,273.0,16.0,104.0,27.0,0.0,0.0,91.0,4.0,4.0,6.0,30.0,0.0,35.0,0.0,1.0,1.0,3.0,-8.0,3.0,1.0,0.0,58.0
Bad,64.0,256.0,32.0,100.0,23.0,2.0,1.0,89.0,9.0,4.0,5.0,36.0,0.0,21.0,0.0,0.0,0.0,2.0,-8.0,4.0,1.0,0.0,43.0
Good,91.0,159.0,32.0,85.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,13.0,-7.0,1.0,1.0,1.0,-8.0,2.0,-8.0,0.0,33.0
Bad,83.0,-8.0,11.0,64.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,100.0,0.0,0.0,0.0,6.0,-8.0,1.0,1.0,-8.0,100.0
Bad,81.0,120.0,5.0,78.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,21.0,0.0,2.0,2.0,31.0,-8.0,6.0,1.0,0.0,87.0
Good,80.0,255.0,5.0,86.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,2.0,44.0,0.0,0.0,0.0,6.0,69.0,2.0,2.0,0.0,56.0
Good,83.0,233.0,12.0,102.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,50.0,17.0,1.0,1.0,6.0,80.0,1.0,3.0,0.0,62.0
Bad,66.0,155.0,10.0,59.0,22.0,0.0,0.0,87.0,7.0,4.0,6.0,23.0,1.0,50.0,-7.0,0.0,0.0,84.0,93.0,5.0,4.0,3.0,100.0
Good,82.0,194.0,5.0,74.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,3.0,16.0,5.0,1.0,1.0,0.0,-8.0,2.0,1.0,0.0,43.0
Good,89.0,213.0,14.0,131.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,23.0,0.0,0.0,0.0,19.0,-8.0,4.0,1.0,1.0,33.0
Good,85.0,167.0,38.0,82.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,19.0,-7.0,0.0,0.0,3.0,-8.0,5.0,1.0,0.0,50.0
Bad,57.0,-8.0,13.0,67.0,11.0,1.0,1.0,90.0,4.0,4.0,6.0,12.0,0.0,24.0,0.0,1.0,1.0,36.0,99.0,7.0,2.0,0.0,71.0
Good,85.0,215.0,13.0,89.0,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,46.0,-8.0,0.0,0.0,8.0,-8.0,1.0,1.0,0.0,100.0
Good,68.0,159.0,16.0,63.0,23.0,1.0,1.0,96.0,21.0,6.0,2.0,23.0,0.0,40.0,0.0,0.0,0.0,33.0,-8.0,4.0,1.0,0.0,64.0
Bad,81.0,151.0,20.0,76.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.0,-8.0,-8.0,0.0,-8.0
Good,68.0,127.0,13.0,83.0,4.0,0.0,0.0,100.0,-7.0,7.0,8.0,4.0,0.0,25.0,-7.0,0.0,0.0,21.0,-8.0,1.0,1.0,0.0,44.0
Good,83.0,158.0,10.0,74.0,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,9.0,0.0,0.0,0.0,5.0,-8.0,2.0,-8.0,0.0,63.0
Bad,78.0,170.0,11.0,74.0,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,50.0,13.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,67.0
Good,89.0,-8.0,5.0,109.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,0.0,-8.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0
Good,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
Good,69.0,192.0,7.0,82.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,1.0,20.0,0.0,0.0,0.0,6.0,-8.0,2.0,1.0,0.0,53.0
Bad,91.0,206.0,2.0,78.0,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,25.0,1.0,1.0,1.0,26.0,-8.0,2.0,2.0,0.0,33.0
Good,68.0,381.0,7.0,118.0,6.0,0.0,0.0,93.0,13.0,6.0,6.0,7.0,2.0,75.0,2.0,1.0,1.0,-8.0,74.0,-8.0,5.0,-8.0,100.0
